,Player,Team,POS,RUSH_ATT,RUSH_YD,RUSH_TD,REC,REC_YD,REC_TD,FL,PASS_ATT,CMP,PASS_YD,PASS_TD,INTS
6,Jalen Hurts,PHI,QB,144.7,772.9,7.9,0.0,0,0.0,2.9,495.2,307.3,"3,645.4",24.4,12.8
7,Tom Brady,TB,QB,27.9,45.9,1.7,0.0,0,0.0,2.4,652.6,433.7,"4,844.4",36.5,11.9
8,Dak Prescott,DAL,QB,55.3,229.1,2.9,0.0,0,0.0,4.1,594.1,400.2,"4,571.4",33.4,11.7
9,Joe Burrow,CIN,QB,46.6,187.3,2.2,0.0,0,0.0,1.8,570.8,387.0,"4,578.9",31.3,12.8
10,Aaron Rodgers,GB,QB,38.7,136.2,1.8,0.0,0,0.0,1.6,559.7,377.4,"4,332.7",32.6,7.1
11,Matthew Stafford,LAR,QB,33.3,99.3,1.2,0.0,0,0.0,2.4,587.1,392.4,"4,588.3",33.6,14.1
12,Trey Lance,SF,QB,126.0,643.3,5.2,0.0,0,0.0,2.6,468.9,295.0,"3,562.6",23.8,12.7
13,Russell Wilson,DEN,QB,62.7,279.0,2.1,0.0,0,0.0,2.3,540.4,356.3,"4,110.0",29.0,9.6
14,Kirk Cousins,MIN,QB,29.2,107.1,1.1,0.0,0,0.0,2.9,574.1,379.2,"4,348.2",31.2,11.4
15,Derek Carr,LV,QB,38.5,130.1,1.2,0.0,0,0.0,3.6,597.0,399.5,"4,498.8",28.8,12.9
16,Tua Tagovailoa,MIA,QB,54.4,203.5,2.8,0.0,0,0.0,2.4,567.8,374.8,"3,989.5",25.4,13.2
17,Ryan Tannehill,TEN,QB,55.0,253.8,3.9,0.0,0,0.0,2.6,516.4,340.6,"3,753.3",24.2,13.0
18,Trevor Lawrence,JAC,QB,71.0,330.4,2.4,0.0,0,0.0,3.0,585.1,370.1,"3,939.8",22.5,13.9
19,Justin Fields,CHI,QB,107.3,593.4,3.7,0.0,0,0.0,5.0,505.0,312.0,"3,468.3",18.6,14.5
20,Daniel Jones,NYG,QB,81.4,424.7,2.7,0.0,0,0.0,4.7,537.8,336.5,"3,619.5",20.6,12.5
21,Matt Ryan,IND,QB,34.5,121.2,1.4,0.0,0,0.0,3.6,538.3,352.2,"3,931.6",25.7,11.4
22,Mac Jones,NE,QB,41.8,156.4,0.9,0.0,0,0.0,2.8,543.2,358.7,"3,936.2",24.9,13.9
23,Jameis Winston,NO,QB,53.8,273.8,1.7,0.0,0,0.0,2.8,487.1,305.4,"3,507.1",24.5,12.6
24,Carson Wentz,WAS,QB,57.4,240.1,1.9,0.0,0,0.0,3.9,537.9,343.0,"3,692.9",22.4,11.6
25,Jared Goff,DET,QB,31.7,80.2,1.0,0.0,0,0.0,3.8,565.4,371.3,"3,904.7",24.4,12.5
26,Zach Wilson,NYJ,QB,43.1,220.9,2.4,0.0,0,0.0,1.8,538.0,326.8,"3,453.9",20.7,13.4
27,Baker Mayfield,CAR,QB,44.1,164.4,1.4,0.0,0,0.0,2.4,544.2,341.0,"3,697.7",21.1,14.4
28,Davis Mills,HOU,QB,34.2,110.8,0.8,0.0,0,0.0,1.9,538.0,351.3,"3,774.0",20.4,14.1
29,Marcus Mariota,ATL,QB,54.6,328.9,2.4,0.0,0,0.0,1.2,420.1,263.8,"2,899.9",15.7,11.3
30,Mitch Trubisky,PIT,QB,42.0,208.6,1.8,0.0,0,0.0,1.3,403.9,258.0,"2,617.9",15.5,10.1
31,Drew Lock,SEA,QB,30.7,132.2,1.4,0.0,0,0.0,1.9,340.9,211.1,"2,338.9",13.3,9.5
32,Jacoby Brissett,CLE,QB,26.0,107.4,1.2,0.0,0,0.0,2.5,332.0,207.7,"2,312.8",13.0,7.9
33,Deshaun Watson,CLE,QB,35.1,186.9,1.8,0.0,0,0.0,1.0,190.0,128.6,"1,522.2",10.1,4.2
34,Kenny Pickett,PIT,QB,19.7,66.7,0.5,0.0,0,0.0,1.7,227.1,139.8,"1,481.8",8.6,6.3
35,Geno Smith,SEA,QB,15.8,67.6,0.6,0.0,0,0.0,1.3,193.0,122.0,"1,441.3",8.1,5.7
36,Desmond Ridder,ATL,QB,22.7,101.5,0.7,0.0,0,0.0,1.1,172.0,105.5,"1,188.9",6.4,4.7
37,Andy Dalton,NO,QB,3.9,13.6,0.1,0.0,0,0.0,0.2,57.8,36.4,409.2,2.9,1.7
38,Joe Flacco,NYJ,QB,1.8,7.3,0.1,0.0,0,0.0,0.6,50.2,31.0,440.5,2.6,1.4
39,Sam Darnold,CAR,QB,1.2,16.6,0.2,0.0,0,0.0,0.3,29.9,18.4,346.6,1.7,1.4
40,Mason Rudolph,PIT,QB,1.3,5.0,0.0,0.0,0,0.0,0.0,46.0,28.3,320.7,2.0,1.0
41,Tyrod Taylor,NYG,QB,4.3,25.1,0.1,0.0,0,0.0,0.3,43.0,26.1,289.7,1.7,0.9
42,Taysom Hill,NO,QB,21.7,99.7,0.9,0.0,0,0.0,0.0,11.0,7.2,77.9,0.3,0.3
43,Tyler Huntley,BAL,QB,6.4,34.8,0.2,0.0,0,0.0,0.2,31.1,20.3,238.1,1.6,1.3
44,Jimmy Garoppolo,SF,QB,1.5,5.0,0.0,0.0,0,0.0,0.0,31.8,20.3,262.4,1.6,1.1
45,Teddy Bridgewater,MIA,QB,2.7,8.5,0.1,0.0,0,0.0,0.2,35.7,23.4,241.8,1.4,0.7
46,Trevor Siemian,CHI,QB,2.5,7.6,0.0,0.0,0,0.0,0.1,33.9,20.2,261.4,1.2,1.0
47,Gardner Minshew II,PHI,QB,4.3,16.9,0.1,0.0,0,0.0,0.2,30.0,19.2,207.2,1.4,0.7
48,Joshua Dobbs,CLE,QB,3.8,22.5,0.2,0.0,0,0.0,0.1,26.6,17.3,198.1,1.0,0.9
49,Taylor Heinicke,WAS,QB,2.6,10.4,0.0,0.0,0,0.0,0.1,23.9,15.1,173.3,1.3,0.8
50,Cooper Rush,DAL,QB,2.1,3.6,0.0,0.0,0,0.0,0.1,26.5,16.6,187.7,1.2,0.4
51,Colt McCoy,ARI,QB,2.8,8.7,0.0,0.0,0,0.0,0.2,26.6,17.2,186.0,1.1,0.6
52,Josh Johnson,DEN,QB,2.8,10.1,0.1,0.0,0,0.0,0.2,19.4,12.7,171.4,1.1,0.8
53,Jordan Love,GB,QB,2.4,8.5,0.1,0.0,0,0.0,0.1,20.7,12.4,172.9,1.1,0.9
54,Kyle Allen,HOU,QB,1.6,6.2,0.1,0.0,0,0.0,0.8,27.2,17.2,187.3,1.1,0.7
55,Blaine Gabbert,TB,QB,1.1,3.1,0.1,0.0,0,0.0,0.2,19.2,12.0,160.2,1.0,0.5
56,Brian Hoyer,NE,QB,1.6,1.9,0.1,0.0,0,0.0,0.1,21.4,13.4,168.9,1.0,0.8
57,Malik Willis,TEN,QB,2.0,11.2,0.1,0.0,0,0.0,0.1,22.3,13.8,151.6,0.9,0.9
58,C.J. Beathard,JAC,QB,1.5,6.2,0.0,0.0,0,0.0,0.7,23.6,14.7,162.5,1.1,0.6
59,Kyle Trask,TB,QB,1.0,3.0,0.0,0.0,0,0.0,0.0,22.0,13.0,136.0,1.0,0.0
60,Case Keenum,BUF,QB,1.2,4.6,0.0,0.0,0,0.0,0.1,19.3,12.2,137.2,1.0,0.4
61,Jarrett Stidham,LV,QB,2.1,5.4,0.0,0.0,0,0.0,0.1,20.7,13.6,147.1,0.9,0.7
62,Sean Mannion,MIN,QB,1.6,5.9,0.0,0.0,0,0.0,0.2,19.0,11.3,127.8,1.0,0.4
63,John Wolford,LAR,QB,2.0,8.4,0.0,0.0,0,0.0,0.1,19.2,11.9,134.6,0.8,0.4
64,Nate Sudfeld,SF,QB,1.8,5.3,0.2,0.0,0,0.0,0.3,14.5,9.1,139.0,0.7,0.8
65,Tim Boyle,DET,QB,1.4,5.4,0.0,0.0,0,0.0,0.1,21.1,13.0,138.3,0.8,0.6
66,Nick Foles,IND,QB,1.6,7.0,0.0,0.0,0,0.0,0.1,17.2,11.1,121.2,0.9,0.5
67,Brandon Allen,CIN,QB,1.4,5.7,0.0,0.0,0,0.0,0.1,17.4,11.0,126.4,0.8,0.4
68,Brett Rypien,DEN,QB,1.0,2.7,0.0,0.0,0,0.0,0.0,15.3,9.3,107.3,1.0,0.3
69,Sam Howell,WAS,QB,2.0,8.8,0.1,0.0,0,0.0,0.1,16.4,10.0,109.2,0.8,0.5
70,Chase Daniel,LAC,QB,1.5,4.6,0.0,0.0,0,0.0,0.2,18.5,11.4,125.6,0.8,0.4
71,Chad Henne,KC,QB,1.8,4.3,0.0,0.0,0,0.0,0.2,15.9,10.1,113.0,0.9,0.6
72,Nick Mullens,MIN,QB,1.0,1.3,0.0,0.0,0,0.0,1.0,16.3,10.5,121.5,0.8,0.5
73,Logan Woodside,TEN,QB,0.0,2.1,0.2,0.0,0,0.0,0.3,0.0,0.0,88.4,0.4,0.6
74,Mike White,NYJ,QB,2.0,1.5,0.0,0.0,0,0.0,0.0,11.0,6.5,73.0,0.5,0.5
75,Kellen Mond,MIN,QB,0.5,2.0,0.0,0.0,0,0.0,0.0,10.0,5.5,53.0,0.5,0.0
76,Nathan Peterman,CHI,QB,2.0,9.0,0.0,0.0,0,0.0,0.0,7.5,4.0,45.0,0.5,0.5
77,Feleipe Franks,ATL,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Will Grier,DAL,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Ian Book,NO,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Easton Stick,LAC,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Matt Barkley,BUF,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,David Blough,DET,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Ryan Griffin,TB,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Jacob Eason,SEA,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Jeff Driskel,HOU,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Davis Webb,NYG,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Chris Streveler,NYJ,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,PJ Walker,CAR,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Sam Ehlinger,IND,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0,0,QB,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
91,0,0,QB,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
1,Travis Kelce,KC,TE,0.0,0,0.0,99.4,"1,179.3",9.3,0.5,0.0,0.0,0,0.0,0.0
2,Mark Andrews,BAL,TE,0.0,0,0.0,96.1,"1,196.2",9.0,0.5,0.0,0.0,0,0.0,0.0
3,Kyle Pitts,ATL,TE,0.0,0,0.0,73.1,997.8,4.7,0.5,0.0,0.0,0,0.0,0.0
4,Darren Waller,LV,TE,0.0,0,0.0,77.6,927.3,5.0,0.5,0.0,0.0,0,0.0,0.0
5,George Kittle,SF,TE,0.0,0,0.0,71.2,870.9,5.4,0.5,0.0,0.0,0,0.0,0.0
6,Dalton Schultz,DAL,TE,0.0,0,0.0,77.5,805.3,6.2,0.4,0.0,0.0,0,0.0,0.0
7,Dallas Goedert,PHI,TE,0.0,0,0.0,63.6,795.4,5.0,0.5,0.0,0.0,0,0.0,0.0
8,T.J. Hockenson,DET,TE,0.0,0,0.0,67.6,693.1,5.1,0.4,0.0,0.0,0,0.0,0.0
9,Hunter Henry,NE,TE,0.0,0,0.0,53.8,618.0,6.0,0.1,0.0,0.0,0,0.0,0.0
10,Dawson Knox,BUF,TE,0.0,0,0.0,49.1,593.5,6.2,0.1,0.0,0.0,0,0.0,0.0
11,Zach Ertz,ARI,TE,0.0,0,0.0,64.7,662.9,4.8,0.4,0.0,0.0,0,0.0,0.0
12,Mike Gesicki,MIA,TE,0.0,0,0.0,61.5,671.1,4.0,0.4,0.0,0.0,0,0.0,0.0
13,Noah Fant,SEA,TE,0.0,0,0.0,60.7,653.6,3.8,0.4,0.0,0.0,0,0.0,0.0
14,Tyler Higbee,LAR,TE,0.0,0,0.0,59.2,595.5,4.7,0.4,0.0,0.0,0,0.0,0.0
15,David Njoku,CLE,TE,0.0,0,0.0,53.2,602.8,4.4,0.4,0.0,0.0,0,0.0,0.0
16,Pat Freiermuth,PIT,TE,0.0,0,0.0,62.7,579.6,4.8,0.5,0.0,0.0,0,0.0,0.0
17,Cole Kmet,CHI,TE,0.0,0,0.0,60.8,632.8,3.7,0.5,0.0,0.0,0,0.0,0.0
18,Irv Smith Jr.,MIN,TE,0.0,0,0.0,50.4,557.0,4.5,0.1,0.0,0.0,0,0.0,0.0
19,Gerald Everett,LAC,TE,0.0,0,0.0,55.0,567.0,4.5,0.9,0.0,0.0,0,0.0,0.0
20,Robert Tonyan,GB,TE,0.0,0,0.0,45.8,520.5,4.5,0.1,0.0,0.0,0,0.0,0.0
21,Albert Okwuegbunam,DEN,TE,0.0,0,0.0,49.4,509.4,4.7,0.8,0.0,0.0,0,0.0,0.0
22,Logan Thomas,WAS,TE,0.0,0,0.0,48.9,511.1,4.5,0.4,0.0,0.0,0,0.0,0.0
23,Evan Engram,JAC,TE,0.0,0,0.0,52.7,542.0,3.5,0.4,0.0,0.0,0,0.0,0.0
24,Austin Hooper,TEN,TE,0.0,0,0.0,50.9,497.5,4.1,0.4,0.0,0.0,0,0.0,0.0
25,Hayden Hurst,CIN,TE,0.0,0,0.0,42.0,441.2,4.0,0.5,0.0,0.0,0,0.0,0.0
26,Mo Alie-Cox,IND,TE,0.0,0,0.0,34.9,422.1,3.2,0.1,0.0,0.0,0,0.0,0.0
27,Brevin Jordan,HOU,TE,0.0,0,0.0,41.3,418.0,2.9,0.1,0.0,0.0,0,0.0,0.0
28,Kyle Rudolph,TB,TE,0.0,0,0.0,33.9,338.9,3.3,0.1,0.0,0.0,0,0.0,0.0
29,Adam Trautman,NO,TE,0.0,0,0.0,36.1,374.5,2.8,0.4,0.0,0.0,0,0.0,0.0
30,C.J. Uzomah,NYJ,TE,0.0,0,0.0,36.9,365.1,2.6,0.0,0.0,0.0,0,0.0,0.0
31,Cameron Brate,TB,TE,0.0,0,0.0,34.3,317.3,3.1,0.1,0.0,0.0,0,0.0,0.0
32,Andrew Beck,DEN,TE,0.0,0,0.0,27.9,295.3,2.9,0.0,0.0,0.0,0,0.0,0.0
33,Jonnu Smith,NE,TE,0.0,0,0.0,29.3,312.7,2.4,0.1,0.0,0.0,0,0.0,0.0
34,Harrison Bryant,CLE,TE,0.0,0,0.0,28.8,305.2,2.4,0.4,0.0,0.0,0,0.0,0.0
35,Dan Arnold,JAC,TE,0.0,0,0.0,27.9,328.8,1.9,0.5,0.0,0.0,0,0.0,0.0
36,Paul Quessenberry,HOU,TE,0.0,0,0.0,37.0,334.0,2.0,1.0,0.0,0.0,0,0.0,0.0
37,Tyler Conklin,NYJ,TE,0.0,0,0.0,32.5,313.8,2.0,0.1,0.0,0.0,0,0.0,0.0
38,Foster Moreau,LV,TE,0.0,0,0.0,24.4,273.0,2.3,0.0,0.0,0.0,0,0.0,0.0
39,Tommy Tremble,CAR,TE,0.0,0,0.0,27.6,281.8,2.2,0.1,0.0,0.0,0,0.0,0.0
40,O.J. Howard,BUF,TE,0.0,0,0.0,22.8,258.5,2.0,0.1,0.0,0.0,0,0.0,0.0
41,Geoff Swaim,TEN,TE,0.0,0,0.0,26.6,236.9,2.3,0.0,0.0,0.0,0,0.0,0.0
42,Daniel Bellinger,NYG,TE,0.0,0,0.0,25.6,270.5,1.7,0.2,0.0,0.0,0,0.0,0.0
43,Jelani Woods,IND,TE,0.0,0,0.0,21.7,229.9,2.1,0.5,0.0,0.0,0,0.0,0.0
44,Donald Parham Jr.,LAC,TE,0.0,0,0.0,20.5,214.2,2.1,0.0,0.0,0.0,0,0.0,0.0
45,James O'Shaughnessy,CHI,TE,0.0,0,0.0,23.2,253.8,1.3,0.0,0.0,0.0,0,0.0,0.0
46,Ricky Seals-Jones,NYG,TE,0.0,0,0.0,23.0,223.4,1.7,0.0,0.0,0.0,0,0.0,0.0
47,Taysom Hill,NO,TE,0.0,0,0.0,17.3,189.0,2.3,1.0,0.0,0.0,0,0.0,0.0
48,Durham Smythe,MIA,TE,0.0,0,0.0,22.7,226.9,1.3,0.0,0.0,0.0,0,0.0,0.0
49,Cade Otton,TB,TE,0.0,0,0.0,19.7,206.2,1.7,0.5,0.0,0.0,0,0.0,0.0
50,Trey McBride,ARI,TE,0.0,0,0.0,19.9,207.7,1.7,0.5,0.0,0.0,0,0.0,0.0
51,Pharaoh Brown,HOU,TE,0.0,0,0.0,24.4,230.6,1.2,0.4,0.0,0.0,0,0.0,0.0
52,Anthony Firkser,ATL,TE,0.0,0,0.0,22.3,221.0,1.3,0.4,0.0,0.0,0,0.0,0.0
53,Greg Dulcich,DEN,TE,0.0,0,0.0,18.6,201.6,1.5,0.1,0.0,0.0,0,0.0,0.0
54,Kylen Granson,IND,TE,0.0,0,0.0,18.5,207.0,1.4,0.1,0.0,0.0,0,0.0,0.0
55,Josiah Deguara,GB,TE,0.0,0,0.0,18.1,191.7,1.5,0.0,0.0,0.0,0,0.0,0.0
56,John Bates,WAS,TE,0.0,0,0.0,17.6,196.3,1.3,0.1,0.0,0.0,0,0.0,0.0
57,Jordan Akins,NYG,TE,0.0,0,0.0,20.3,199.5,1.2,0.4,0.0,0.0,0,0.0,0.0
58,Isaiah Likely,BAL,TE,0.0,0,0.0,15.3,161.1,1.5,0.1,0.0,0.0,0,0.0,0.0
59,Ian Thomas,CAR,TE,0.0,0,0.0,18.6,182.7,1.0,0.1,0.0,0.0,0,0.0,0.0
60,Marcedes Lewis,GB,TE,0.0,0,0.0,16.5,169.2,1.2,0.4,0.0,0.0,0,0.0,0.0
61,Kendall Blanton,WAS,TE,0.0,0,0.0,15.3,161.1,1.4,0.5,0.0,0.0,0,0.0,0.0
62,Will Dissly,SEA,TE,0.0,0,0.0,17.0,176.6,0.9,0.1,0.0,0.0,0,0.0,0.0
63,Charlie Kolar,BAL,TE,0.0,0,0.0,13.0,151.3,1.2,0.0,0.0,0.0,0,0.0,0.0
64,Nick Boyle,BAL,TE,0.0,0,0.0,14.2,132.9,1.3,0.0,0.0,0.0,0,0.0,0.0
65,Zach Davidson,MIN,TE,0.0,0,0.0,14.0,148.0,1.0,0.0,0.0,0.0,0,0.0,0.0
66,Maxx Williams,ARI,TE,0.0,0,0.0,14.3,153.7,0.7,0.0,0.0,0.0,0,0.0,0.0
67,Matt Bushman,KC,TE,0.0,0,0.0,14.0,136.0,1.0,0.0,0.0,0.0,0,0.0,0.0
68,Ryan Griffin,CHI,TE,0.0,0,0.0,13.3,132.2,1.0,0.0,0.0,0.0,0,0.0,0.0
69,Jacob Harris,LAR,TE,0.0,0,0.0,12.0,132.0,1.0,0.0,0.0,0.0,0,0.0,0.0
70,Jake Ferguson,DAL,TE,0.0,0,0.0,13.1,136.3,0.9,0.0,0.0,0.0,0,0.0,0.0
71,Nick Eubanks,CIN,TE,0.0,0,0.0,12.0,125.0,1.0,0.0,0.0,0.0,0,0.0,0.0
72,Shaun Beyer,MIN,TE,0.0,0,0.0,12.0,122.0,1.0,0.0,0.0,0.0,0,0.0,0.0
73,Alize Mack,GB,TE,0.0,0,0.0,12.0,122.0,1.0,0.0,0.0,0.0,0,0.0,0.0
74,Tyler Kroft,SF,TE,0.0,0,0.0,11.6,126.7,0.9,0.0,0.0,0.0,0,0.0,0.0
75,Drew Sample,CIN,TE,0.0,0,0.0,11.6,113.1,0.9,0.0,0.0,0.0,0,0.0,0.0
76,Kenny Yeboah,NYJ,TE,0.0,0,0.0,10.5,112.1,0.9,0.0,0.0,0.0,0,0.0,0.0
77,Zach Gentry,PIT,TE,0.0,0,0.0,12.0,112.2,0.9,0.0,0.0,0.0,0,0.0,0.0
78,Noah Gray,KC,TE,0.0,0,0.0,11.1,106.0,1.0,0.0,0.0,0.0,0,0.0,0.0
79,Brock Wright,DET,TE,0.0,0,0.0,10.7,102.4,1.0,0.0,0.0,0.0,0,0.0,0.0
80,Connor Heyward,PIT,TE,0.0,0,0.0,11.6,116.2,0.7,0.1,0.0,0.0,0,0.0,0.0
81,Blake Bell,KC,TE,0.0,0,0.0,9.8,92.4,0.8,0.0,0.0,0.0,0,0.0,0.0
82,Josh Oliver,BAL,TE,0.0,0,0.0,9.2,90.5,0.8,0.0,0.0,0.0,0,0.0,0.0
83,Luke Farrell,JAC,TE,0.0,0,0.0,9.8,90.5,0.8,0.0,0.0,0.0,0,0.0,0.0
84,Ko Kieft,TB,TE,0.0,0,0.0,9.2,91.8,0.7,0.0,0.0,0.0,0,0.0,0.0
85,Nick Vannett,NO,TE,0.0,0,0.0,7.8,86.0,0.8,0.0,0.0,0.0,0,0.0,0.0
86,Stephen Anderson,ARI,TE,0.0,0,0.0,8.1,84.1,0.7,0.0,0.0,0.0,0,0.0,0.0
87,Jody Fortson,KC,TE,0.0,0,0.0,7.0,76.4,0.7,0.0,0.0,0.0,0,0.0,0.0
88,Chris Manhertz,JAC,TE,0.0,0,0.0,6.5,69.5,0.9,0.0,0.0,0.0,0,0.0,0.0
89,Jeremy Sprinkle,DAL,TE,0.0,0,0.0,8.1,78.9,0.7,0.0,0.0,0.0,0,0.0,0.0
90,Brycen Hopkins,LAR,TE,0.0,0,0.0,7.4,79.4,0.7,0.0,0.0,0.0,0,0.0,0.0
91,Ross Dwelley,SF,TE,0.0,0,0.0,8.7,79.0,0.7,0.0,0.0,0.0,0,0.0,0.0
92,Teagan Quitoriano,HOU,TE,0.0,0,0.0,8.0,81.7,0.5,0.1,0.0,0.0,0,0.0,0.0
93,Tre' McKitty,LAC,TE,0.0,0,0.0,8.4,80.6,0.5,0.0,0.0,0.0,0,0.0,0.0
94,Johnny Mundt,MIN,TE,0.0,0,0.0,6.9,70.5,0.7,0.0,0.0,0.0,0,0.0,0.0
95,Richard Rodgers,PHI,TE,0.0,0,0.0,7.0,71.0,0.7,0.0,0.0,0.0,0,0.0,0.0
96,Kevin Rader,PIT,TE,0.0,0,0.0,8.6,69.2,0.7,0.0,0.0,0.0,0,0.0,0.0
97,Sean McKeon,DAL,TE,0.0,0,0.0,7.1,71.8,0.6,0.1,0.0,0.0,0,0.0,0.0
98,Jesper Horsted,LV,TE,0.0,0,0.0,6.9,74.2,0.5,0.0,0.0,0.0,0,0.0,0.0
99,Grant Calcaterra,PHI,TE,0.0,0,0.0,6.6,66.6,0.7,0.0,0.0,0.0,0,0.0,0.0
100,Nick Muse,MIN,TE,0.0,0,0.0,6.9,70.6,0.6,0.0,0.0,0.0,0,0.0,0.0
101,Tyree Jackson,PHI,TE,0.0,0,0.0,6.5,64.8,0.7,0.1,0.0,0.0,0,0.0,0.0
102,Juwan Johnson,NO,TE,0.0,0,0.0,4.7,52.4,0.8,0.0,0.0,0.0,0,0.0,0.0
103,James Mitchell,DET,TE,0.0,0,0.0,6.9,62.2,0.6,0.0,0.0,0.0,0,0.0,0.0
104,Devin Asiasi,NE,TE,0.0,0,0.0,5.2,64.6,0.5,0.0,0.0,0.0,0,0.0,0.0
105,Cole Turner,WAS,TE,0.0,0,0.0,6.1,63.8,0.5,0.0,0.0,0.0,0,0.0,0.0
106,Eric Tomlinson,DEN,TE,0.0,0,0.0,5.9,60.0,0.6,0.0,0.0,0.0,0,0.0,0.0
107,John FitzPatrick,ATL,TE,0.0,0,0.0,6.4,59.2,0.6,0.0,0.0,0.0,0,0.0,0.0
108,Ben Ellefson,MIN,TE,0.0,0,0.0,5.2,54.7,0.6,0.0,0.0,0.0,0,0.0,0.0
109,MyCole Pruitt,ATL,TE,0.0,0,0.0,6.3,61.1,0.5,0.0,0.0,0.0,0,0.0,0.0
110,Tommy Hudson,TEN,TE,0.0,0,0.0,5.4,53.6,0.5,0.0,0.0,0.0,0,0.0,0.0
111,Chigoziem Okonkwo,TEN,TE,0.0,0,0.0,5.3,55.8,0.5,0.0,0.0,0.0,0,0.0,0.0
112,Hunter Long,MIA,TE,0.0,0,0.0,5.3,49.9,0.5,0.0,0.0,0.0,0,0.0,0.0
113,Tommy Sweeney,BUF,TE,0.0,0,0.0,5.2,48.5,0.5,0.0,0.0,0.0,0,0.0,0.0
114,Colby Parkinson,SEA,TE,0.0,0,0.0,5.4,52.4,0.4,0.1,0.0,0.0,0,0.0,0.0
115,Jack Stoll,PHI,TE,0.0,0,0.0,5.4,58.6,0.1,0.0,0.0,0.0,0,0.0,0.0
116,Chris Herndon IV,NO,TE,0.0,0,0.0,3.5,43.3,0.3,0.0,0.0,0.0,0,0.0,0.0
117,Nick Bowers,LV,TE,0.0,0,0.0,4.0,42.1,0.4,0.0,0.0,0.0,0,0.0,0.0
118,Reggie Gilliam,BUF,TE,0.0,0,0.0,4.2,38.9,0.4,0.0,0.0,0.0,0,0.0,0.0
119,Hunter Kampmoyer,LAC,TE,0.0,0,0.0,3.8,39.6,0.4,0.0,0.0,0.0,0,0.0,0.0
120,Eric Saubert,DEN,TE,0.0,0,0.0,4.1,39.2,0.4,0.0,0.0,0.0,0,0.0,0.0
121,Jace Sternberger,PIT,TE,0.0,0,0.0,4.2,40.0,0.3,0.0,0.0,0.0,0,0.0,0.0
122,Jared Pinkney,LAR,TE,0.0,0,0.0,3.8,39.0,0.3,0.0,0.0,0.0,0,0.0,0.0
123,Jacob Hollister,LV,TE,0.0,0,0.0,4.0,35.0,0.3,0.0,0.0,0.0,0,0.0,0.0
124,Jeremy Ruckert,NYJ,TE,0.0,0,0.0,3.7,36.9,0.3,0.0,0.0,0.0,0,0.0,0.0
125,Charlie Woerner,SF,TE,0.0,0,0.0,3.5,31.6,0.4,0.0,0.0,0.0,0,0.0,0.0
126,Antony Auclair,HOU,TE,0.0,0,0.0,4.0,38.8,0.2,0.0,0.0,0.0,0,0.0,0.0
127,Tyler Mabry,SEA,TE,0.0,0,0.0,3.6,36.5,0.2,0.0,0.0,0.0,0,0.0,0.0
128,Miller Forristall,CLE,TE,0.0,0,0.0,3.5,34.9,0.3,0.1,0.0,0.0,0,0.0,0.0
129,Parker Hesse,ATL,TE,0.0,0,0.0,3.6,33.6,0.2,0.0,0.0,0.0,0,0.0,0.0
130,Nakia Griffin-Stewart,CLE,TE,0.0,0,0.0,3.3,32.9,0.2,0.0,0.0,0.0,0,0.0,0.0
131,Mitchell Wilcox,CIN,TE,0.0,0,0.0,1.8,18.4,0.2,0.0,0.0,0.0,0,0.0,0.0
132,Stephen Sullivan,CAR,TE,0.0,0,0.0,1.8,19.0,0.1,0.0,0.0,0.0,0,0.0,0.0
133,Cethan Carter,MIA,TE,0.0,0,0.0,0.9,8.9,0.1,0.0,0.0,0.0,0,0.0,0.0
134,Troy Fumagalli,SF,TE,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
135,Noah Togiai,PHI,TE,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
136,J.P. Holtz,NO,TE,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
